message_index,event,event_type,start_time,total_elapsed_time,total_timer_time,total_distance,total_cycles,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,lap_trigger,sport,num_lengths,first_length_index,avg_stroke_distance,swim_stroke,num_active_lengths,min_heart_rate,enhanced_avg_speed,date,time
5,lap,stop,"12/08/2025, 05:27:45 AM",9.9,9.9,0.0,,128.0,128.0,0.0,0.0,manual,swimming,0.0,,,,0.0,128.0,0.0,12/08/2025,05:27:54 AM
6,lap,stop,"12/08/2025, 05:27:55 AM",300.5,300.5,411.48,24.0,156.0,156.0,131.0,131.0,manual,swimming,18.0,27.0,411.48,freestyle,18.0,156.0,,12/08/2025,05:32:55 AM
7,lap,stop,"12/08/2025, 05:33:35 AM",12.0,12.0,0.0,,156.0,156.0,0.0,0.0,manual,swimming,0.0,,,,0.0,156.0,0.0,12/08/2025,05:33:47 AM
8,lap,stop,"12/08/2025, 05:33:47 AM",32.6,32.6,22.86,,138.0,138.0,0.0,0.0,manual,swimming,1.0,46.0,22.86,im,1.0,138.0,,12/08/2025,05:34:19 AM
9,lap,stop,"12/08/2025, 05:34:20 AM",15.0,15.0,0.0,,138.0,138.0,0.0,0.0,manual,swimming,0.0,,,,0.0,138.0,0.0,12/08/2025,05:34:35 AM
10,lap,stop,"12/08/2025, 05:34:35 AM",354.2,354.2,251.46,,127.0,127.0,0.0,0.0,manual,swimming,11.0,48.0,251.46,im,11.0,127.0,,12/08/2025,05:40:29 AM
11,lap,stop,"12/08/2025, 05:40:29 AM",26.2,26.2,0.0,,127.0,127.0,0.0,0.0,manual,swimming,0.0,,,,0.0,127.0,0.0,12/08/2025,05:40:55 AM
12,lap,stop,"12/08/2025, 05:40:55 AM",106.0,106.0,137.16,25.0,146.0,146.0,43.0,43.0,manual,swimming,6.0,60.0,137.16,freestyle,6.0,146.0,,12/08/2025,05:42:41 AM
13,lap,stop,"12/08/2025, 05:42:50 AM",117.8,117.8,91.44,34.0,135.0,135.0,1.0,1.0,manual,swimming,4.0,67.0,91.44,im,4.0,135.0,,12/08/2025,05:44:47 AM
0,lap,stop,"01/03/2026, 09:19:11 AM",130.2,130.2,182.88,25.0,111.0,111.0,67.0,67.0,manual,swimming,8.0,0.0,182.88,freestyle,8.0,111.0,,01/03/2026,09:21:21 AM
1,lap,stop,"01/03/2026, 09:23:44 AM",0.3,0.3,0.0,,111.0,111.0,0.0,0.0,manual,swimming,0.0,,,,0.0,111.0,0.0,01/03/2026,09:23:44 AM
2,lap,stop,"01/03/2026, 09:23:45 AM",241.5,241.5,182.88,39.0,142.0,142.0,2.0,2.0,manual,swimming,8.0,9.0,182.88,im,8.0,142.0,,01/03/2026,09:27:46 AM
3,lap,stop,"01/03/2026, 09:27:46 AM",9.0,9.0,0.0,,142.0,142.0,0.0,0.0,manual,swimming,0.0,,,,0.0,142.0,0.0,01/03/2026,09:27:55 AM
4,lap,stop,"01/03/2026, 09:27:55 AM",136.5,136.5,182.88,26.0,156.0,156.0,73.0,73.0,manual,swimming,8.0,18.0,182.88,mixed,8.0,156.0,,01/03/2026,09:30:11 AM
5,lap,stop,"01/03/2026, 09:30:39 AM",45.5,45.5,0.0,,156.0,156.0,0.0,0.0,manual,swimming,0.0,,,,0.0,156.0,0.0,01/03/2026,09:31:24 AM
6,lap,stop,"01/03/2026, 09:31:24 AM",132.9,132.9,182.88,24.0,161.0,161.0,61.0,61.0,manual,swimming,8.0,27.0,182.88,freestyle,8.0,161.0,,01/03/2026,09:33:36 AM
7,lap,stop,"01/03/2026, 09:33:50 AM",53.0,53.0,0.0,,161.0,161.0,0.0,0.0,manual,swimming,0.0,,,,0.0,161.0,0.0,01/03/2026,09:34:43 AM
8,lap,stop,"01/03/2026, 09:34:43 AM",133.5,133.5,182.88,25.0,155.0,155.0,62.0,62.0,manual,swimming,8.0,36.0,182.88,freestyle,8.0,155.0,,01/03/2026,09:36:56 AM
9,lap,stop,"01/03/2026, 09:37:23 AM",63.7,63.7,0.0,,155.0,155.0,0.0,0.0,manual,swimming,0.0,,,,0.0,155.0,0.0,01/03/2026,09:38:26 AM
10,lap,stop,"01/03/2026, 09:38:26 AM",61.5,61.5,91.44,23.0,149.0,149.0,29.0,29.0,manual,swimming,4.0,45.0,91.44,freestyle,4.0,149.0,,01/03/2026,09:39:27 AM
11,lap,stop,"01/03/2026, 09:39:38 AM",136.9,136.9,91.44,,150.0,150.0,0.0,0.0,manual,swimming,4.0,50.0,91.44,im,4.0,150.0,,01/03/2026,09:41:54 AM
12,lap,stop,"01/03/2026, 09:41:55 AM",18.2,18.2,0.0,,150.0,150.0,0.0,0.0,manual,swimming,0.0,,,,0.0,150.0,0.0,01/03/2026,09:42:13 AM
13,lap,stop,"01/03/2026, 09:42:13 AM",73.1,73.1,91.44,28.0,160.0,160.0,37.0,37.0,manual,swimming,4.0,55.0,91.44,mixed,4.0,160.0,,01/03/2026,09:43:26 AM
14,lap,stop,"01/03/2026, 09:43:42 AM",20.8,20.8,0.0,,160.0,160.0,0.0,0.0,manual,swimming,0.0,,,,0.0,160.0,0.0,01/03/2026,09:44:02 AM
15,lap,stop,"01/03/2026, 09:44:03 AM",62.1,62.1,91.44,22.0,157.0,157.0,28.0,28.0,manual,swimming,4.0,60.0,91.44,freestyle,4.0,157.0,,01/03/2026,09:45:05 AM
16,lap,stop,"01/03/2026, 09:45:13 AM",20.7,20.7,0.0,,157.0,157.0,0.0,0.0,manual,swimming,0.0,,,,0.0,157.0,0.0,01/03/2026,09:45:33 AM
17,lap,stop,"01/03/2026, 09:45:33 AM",75.4,75.4,45.72,71.0,144.0,144.0,66.0,66.0,manual,swimming,2.0,65.0,45.72,freestyle,2.0,144.0,,01/03/2026,09:46:48 AM
18,lap,stop,"01/03/2026, 09:46:54 AM",19.9,19.9,0.0,,144.0,144.0,0.0,0.0,manual,swimming,0.0,,,,0.0,144.0,0.0,01/03/2026,09:47:13 AM
19,lap,stop,"01/03/2026, 09:47:14 AM",71.6,71.6,45.72,66.0,136.0,136.0,60.0,60.0,manual,swimming,2.0,68.0,45.72,freestyle,2.0,136.0,,01/03/2026,09:48:25 AM
20,lap,stop,"01/03/2026, 09:48:32 AM",475.3,475.3,0.0,,136.0,136.0,0.0,0.0,manual,swimming,0.0,,,,0.0,136.0,0.0,01/03/2026,09:56:27 AM
21,lap,stop,"01/03/2026, 09:56:27 AM",21.0,21.0,22.86,31.0,143.0,143.0,10.0,10.0,manual,swimming,1.0,71.0,22.86,freestyle,1.0,143.0,,01/03/2026,09:56:48 AM
0,lap,stop,"01/04/2026, 09:41:56 AM",63.0,63.0,68.58,32.0,123.0,123.0,33.0,33.0,manual,swimming,3.0,0.0,68.58,freestyle,3.0,123.0,,01/04/2026,09:42:59 AM
1,lap,stop,"01/04/2026, 09:44:31 AM",26.9,26.9,0.0,,123.0,123.0,0.0,0.0,manual,swimming,0.0,,,,0.0,123.0,0.0,01/04/2026,09:44:57 AM
2,lap,stop,"01/04/2026, 09:44:58 AM",67.1,67.1,91.44,26.0,146.0,146.0,35.0,35.0,manual,swimming,4.0,4.0,91.44,freestyle,4.0,146.0,,01/04/2026,09:46:05 AM
3,lap,stop,"01/04/2026, 09:46:08 AM",17.1,17.1,0.0,,146.0,146.0,0.0,0.0,manual,swimming,0.0,,,,0.0,146.0,0.0,01/04/2026,09:46:25 AM
4,lap,stop,"01/04/2026, 09:46:25 AM",63.5,63.5,91.44,24.0,146.0,146.0,33.0,33.0,manual,swimming,4.0,9.0,91.44,freestyle,4.0,146.0,,01/04/2026,09:47:28 AM
5,lap,stop,"01/04/2026, 09:47:38 AM",17.0,17.0,0.0,,146.0,146.0,0.0,0.0,manual,swimming,0.0,,,,0.0,146.0,0.0,01/04/2026,09:47:55 AM
6,lap,stop,"01/04/2026, 09:47:54 AM",70.6,70.6,91.44,27.0,145.0,145.0,36.0,36.0,manual,swimming,4.0,14.0,91.44,freestyle,4.0,145.0,,01/04/2026,09:49:04 AM
7,lap,stop,"01/04/2026, 09:49:08 AM",14.3,14.3,0.0,,145.0,145.0,0.0,0.0,manual,swimming,0.0,,,,0.0,145.0,0.0,01/04/2026,09:49:22 AM
8,lap,stop,"01/04/2026, 09:49:23 AM",67.1,67.1,91.44,25.0,153.0,153.0,31.0,31.0,manual,swimming,4.0,19.0,91.44,freestyle,4.0,153.0,,01/04/2026,09:50:30 AM
9,lap,stop,"01/04/2026, 09:50:41 AM",10.8,10.8,0.0,,153.0,153.0,0.0,0.0,manual,swimming,0.0,,,,0.0,153.0,0.0,01/04/2026,09:50:51 AM
10,lap,stop,"01/04/2026, 09:50:52 AM",221.6,221.6,274.32,27.0,156.0,156.0,105.0,105.0,manual,swimming,12.0,24.0,274.32,freestyle,12.0,156.0,,01/04/2026,09:54:33 AM
11,lap,stop,"01/04/2026, 09:55:12 AM",13.9,13.9,0.0,,156.0,156.0,0.0,0.0,manual,swimming,0.0,,,,0.0,156.0,0.0,01/04/2026,09:55:25 AM
12,lap,stop,"01/04/2026, 09:55:26 AM",68.8,68.8,91.44,26.0,162.0,162.0,32.0,32.0,manual,swimming,4.0,37.0,91.44,freestyle,4.0,162.0,,01/04/2026,09:56:34 AM
13,lap,stop,"01/04/2026, 09:56:42 AM",12.9,12.9,0.0,,162.0,162.0,0.0,0.0,manual,swimming,0.0,,,,0.0,162.0,0.0,01/04/2026,09:56:54 AM
14,lap,stop,"01/04/2026, 09:56:55 AM",69.0,69.0,91.44,27.0,162.0,162.0,36.0,36.0,manual,swimming,4.0,42.0,91.44,freestyle,4.0,162.0,,01/04/2026,09:58:04 AM
15,lap,stop,"01/04/2026, 09:58:10 AM",18.0,18.0,0.0,,162.0,162.0,0.0,0.0,manual,swimming,0.0,,,,0.0,162.0,0.0,01/04/2026,09:58:28 AM
16,lap,stop,"01/04/2026, 09:58:28 AM",139.9,139.9,182.88,26.0,162.0,162.0,66.0,66.0,manual,swimming,8.0,47.0,182.88,freestyle,8.0,162.0,,01/04/2026,10:00:47 AM
17,lap,stop,"01/04/2026, 10:01:13 AM",10.3,10.3,0.0,,162.0,162.0,0.0,0.0,manual,swimming,0.0,,,,0.0,162.0,0.0,01/04/2026,10:01:23 AM
18,lap,stop,"01/04/2026, 10:01:23 AM",69.4,69.4,91.44,26.0,165.0,165.0,35.0,35.0,manual,swimming,4.0,56.0,91.44,freestyle,4.0,165.0,,01/04/2026,10:02:32 AM
19,lap,stop,"01/04/2026, 10:02:40 AM",12.4,12.4,0.0,,165.0,165.0,0.0,0.0,manual,swimming,0.0,,,,0.0,165.0,0.0,01/04/2026,10:02:52 AM
20,lap,stop,"01/04/2026, 10:02:52 AM",68.9,68.9,91.44,26.0,164.0,164.0,33.0,33.0,manual,swimming,4.0,61.0,91.44,freestyle,4.0,164.0,,01/04/2026,10:04:00 AM
21,lap,stop,"01/04/2026, 10:04:11 AM",12.4,12.4,0.0,,164.0,164.0,0.0,0.0,manual,swimming,0.0,,,,0.0,164.0,0.0,01/04/2026,10:04:23 AM
22,lap,stop,"01/04/2026, 10:04:23 AM",71.9,71.9,91.44,27.0,166.0,166.0,37.0,37.0,manual,swimming,4.0,66.0,91.44,freestyle,4.0,166.0,,01/04/2026,10:05:34 AM
23,lap,stop,"01/04/2026, 10:05:41 AM",13.5,13.5,0.0,,166.0,166.0,0.0,0.0,manual,swimming,0.0,,,,0.0,166.0,0.0,01/04/2026,10:05:54 AM
24,lap,stop,"01/04/2026, 10:05:55 AM",70.0,70.0,91.44,27.0,165.0,165.0,37.0,37.0,manual,swimming,4.0,71.0,91.44,freestyle,4.0,165.0,,01/04/2026,10:07:05 AM
25,lap,stop,"01/04/2026, 10:07:13 AM",11.8,11.8,0.0,,165.0,165.0,0.0,0.0,manual,swimming,0.0,,,,0.0,165.0,0.0,01/04/2026,10:07:24 AM
26,lap,stop,"01/04/2026, 10:07:25 AM",142.4,142.4,182.88,27.0,164.0,164.0,72.0,72.0,manual,swimming,8.0,76.0,182.88,freestyle,8.0,164.0,,01/04/2026,10:09:47 AM
27,lap,stop,"01/04/2026, 10:10:11 AM",14.4,14.4,0.0,,164.0,164.0,0.0,0.0,manual,swimming,0.0,,,,0.0,164.0,0.0,01/04/2026,10:10:25 AM
28,lap,stop,"01/04/2026, 10:10:25 AM",65.5,65.5,91.44,25.0,166.0,166.0,33.0,33.0,manual,swimming,4.0,85.0,91.44,freestyle,4.0,166.0,,01/04/2026,10:11:30 AM
29,lap,stop,"01/04/2026, 10:11:38 AM",17.8,17.8,0.0,,166.0,166.0,0.0,0.0,manual,swimming,0.0,,,,0.0,166.0,0.0,01/04/2026,10:11:55 AM
30,lap,stop,"01/04/2026, 10:11:56 AM",70.8,70.8,91.44,27.0,167.0,167.0,36.0,36.0,manual,swimming,4.0,90.0,91.44,freestyle,4.0,167.0,,01/04/2026,10:13:06 AM
31,lap,stop,"01/04/2026, 10:13:11 AM",13.6,13.6,0.0,,167.0,167.0,0.0,0.0,manual,swimming,0.0,,,,0.0,167.0,0.0,01/04/2026,10:13:24 AM
32,lap,stop,"01/04/2026, 10:13:25 AM",65.4,65.4,91.44,25.0,169.0,169.0,32.0,32.0,manual,swimming,4.0,95.0,91.44,freestyle,4.0,169.0,,01/04/2026,10:14:30 AM
33,lap,stop,"01/04/2026, 10:14:38 AM",13.4,13.4,0.0,,169.0,169.0,0.0,0.0,manual,swimming,0.0,,,,0.0,169.0,0.0,01/04/2026,10:14:51 AM
34,lap,stop,"01/04/2026, 10:14:51 AM",71.6,71.6,91.44,27.0,169.0,169.0,36.0,36.0,manual,swimming,4.0,100.0,91.44,freestyle,4.0,169.0,,01/04/2026,10:16:02 AM
35,lap,stop,"01/04/2026, 10:16:10 AM",14.6,14.6,0.0,,169.0,169.0,0.0,0.0,manual,swimming,0.0,,,,0.0,169.0,0.0,01/04/2026,10:16:24 AM
36,lap,stop,"01/04/2026, 10:16:25 AM",66.2,66.2,91.44,25.0,171.0,171.0,33.0,33.0,manual,swimming,4.0,105.0,91.44,freestyle,4.0,171.0,,01/04/2026,10:17:31 AM
37,lap,stop,"01/04/2026, 10:17:40 AM",13.6,13.6,0.0,,171.0,171.0,0.0,0.0,manual,swimming,0.0,,,,0.0,171.0,0.0,01/04/2026,10:17:53 AM
38,lap,stop,"01/04/2026, 10:17:54 AM",67.7,67.7,91.44,26.0,169.0,169.0,34.0,34.0,manual,swimming,4.0,110.0,91.44,freestyle,4.0,169.0,,01/04/2026,10:19:01 AM
39,lap,stop,"01/04/2026, 10:19:13 AM",11.9,11.9,0.0,,169.0,169.0,0.0,0.0,manual,swimming,0.0,,,,0.0,169.0,0.0,01/04/2026,10:19:24 AM
40,lap,stop,"01/04/2026, 10:19:25 AM",67.2,67.2,91.44,26.0,168.0,168.0,34.0,34.0,manual,swimming,4.0,115.0,91.44,freestyle,4.0,168.0,,01/04/2026,10:20:32 AM
41,lap,stop,"01/04/2026, 10:20:43 AM",12.6,12.6,0.0,,168.0,168.0,0.0,0.0,manual,swimming,0.0,,,,0.0,168.0,0.0,01/04/2026,10:20:55 AM
42,lap,stop,"01/04/2026, 10:20:55 AM",280.9,280.9,365.76,26.0,167.0,167.0,140.0,140.0,manual,swimming,16.0,120.0,365.76,freestyle,16.0,167.0,,01/04/2026,10:25:35 AM
43,lap,stop,"01/04/2026, 10:26:45 AM",11.9,11.9,0.0,,167.0,167.0,0.0,0.0,manual,swimming,0.0,,,,0.0,167.0,0.0,01/04/2026,10:26:56 AM
44,lap,stop,"01/04/2026, 10:26:57 AM",297.5,297.5,365.76,29.0,168.0,168.0,155.0,155.0,manual,swimming,16.0,137.0,365.76,freestyle,16.0,168.0,,01/04/2026,10:31:54 AM
45,lap,stop,"01/04/2026, 10:32:43 AM",13.9,13.9,0.0,,168.0,168.0,0.0,0.0,manual,swimming,0.0,,,,0.0,168.0,0.0,01/04/2026,10:32:56 AM
46,lap,stop,"01/04/2026, 10:32:57 AM",437.0,437.0,548.64,27.0,165.0,165.0,216.0,216.0,manual,swimming,24.0,154.0,548.64,freestyle,24.0,165.0,,01/04/2026,10:40:14 AM
47,lap,stop,"01/04/2026, 10:41:45 AM",10.9,10.9,0.0,,165.0,165.0,0.0,0.0,manual,swimming,0.0,,,,0.0,165.0,0.0,01/04/2026,10:41:55 AM
48,lap,stop,"01/04/2026, 10:41:56 AM",841.5,841.5,1005.84,28.0,163.0,163.0,147.0,147.0,manual,swimming,44.0,179.0,350.48,freestyle,44.0,163.0,,01/04/2026,10:55:57 AM
49,lap,stop,"01/04/2026, 10:58:23 AM",59.5,59.5,0.0,,163.0,163.0,0.0,0.0,manual,swimming,0.0,,,,0.0,163.0,0.0,01/04/2026,10:59:22 AM
50,lap,stop,"01/04/2026, 10:59:22 AM",69.8,69.8,91.44,26.0,152.0,152.0,31.0,31.0,manual,swimming,4.0,224.0,91.44,freestyle,4.0,152.0,,01/04/2026,11:00:31 AM
51,lap,stop,"01/04/2026, 11:00:39 AM",18.1,18.1,0.0,,152.0,152.0,0.0,0.0,manual,swimming,0.0,,,,0.0,152.0,0.0,01/04/2026,11:00:57 AM
52,lap,stop,"01/04/2026, 11:00:57 AM",67.0,67.0,91.44,24.0,158.0,158.0,30.0,30.0,manual,swimming,4.0,229.0,91.44,freestyle,4.0,158.0,,01/04/2026,11:02:04 AM
53,lap,stop,"01/04/2026, 11:02:08 AM",16.1,16.1,0.0,,158.0,158.0,0.0,0.0,manual,swimming,0.0,,,,0.0,158.0,0.0,01/04/2026,11:02:24 AM
54,lap,stop,"01/04/2026, 11:02:24 AM",65.7,65.7,91.44,24.0,162.0,162.0,31.0,31.0,manual,swimming,4.0,234.0,91.44,freestyle,4.0,162.0,,01/04/2026,11:03:29 AM
55,lap,stop,"01/04/2026, 11:03:39 AM",16.6,16.6,0.0,,162.0,162.0,0.0,0.0,manual,swimming,0.0,,,,0.0,162.0,0.0,01/04/2026,11:03:55 AM
56,lap,stop,"01/04/2026, 11:03:55 AM",65.6,65.6,91.44,24.0,160.0,160.0,30.0,30.0,manual,swimming,4.0,239.0,91.44,freestyle,4.0,160.0,,01/04/2026,11:05:00 AM
57,lap,stop,"01/04/2026, 11:05:12 AM",10.2,10.2,0.0,,160.0,160.0,0.0,0.0,manual,swimming,0.0,,,,0.0,160.0,0.0,01/04/2026,11:05:22 AM
58,lap,stop,"01/04/2026, 11:05:22 AM",74.3,74.3,91.44,27.0,158.0,158.0,33.0,33.0,manual,swimming,4.0,244.0,91.44,freestyle,4.0,158.0,,01/04/2026,11:06:36 AM
59,lap,stop,"01/04/2026, 11:06:45 AM",11.9,11.9,0.0,,158.0,158.0,0.0,0.0,manual,swimming,0.0,,,,0.0,158.0,0.0,01/04/2026,11:06:56 AM
60,lap,stop,"01/04/2026, 11:06:56 AM",69.6,69.6,91.44,25.0,159.0,159.0,31.0,31.0,manual,swimming,4.0,249.0,91.44,freestyle,4.0,159.0,,01/04/2026,11:08:05 AM
61,lap,stop,"01/04/2026, 11:08:14 AM",10.5,10.5,0.0,,159.0,159.0,0.0,0.0,manual,swimming,0.0,,,,0.0,159.0,0.0,01/04/2026,11:08:24 AM
62,lap,stop,"01/04/2026, 11:08:25 AM",64.6,64.6,91.44,24.0,162.0,162.0,30.0,30.0,manual,swimming,4.0,254.0,91.44,freestyle,4.0,162.0,,01/04/2026,11:09:29 AM
63,lap,stop,"01/04/2026, 11:09:40 AM",16.8,16.8,0.0,,162.0,162.0,0.0,0.0,manual,swimming,0.0,,,,0.0,162.0,0.0,01/04/2026,11:09:56 AM
64,lap,stop,"01/04/2026, 11:09:57 AM",136.5,136.5,182.88,25.0,160.0,160.0,61.0,61.0,manual,swimming,8.0,259.0,182.88,freestyle,8.0,160.0,,01/04/2026,11:12:13 AM
65,lap,stop,"01/04/2026, 11:12:40 AM",12.6,12.6,0.0,,160.0,160.0,0.0,0.0,manual,swimming,0.0,,,,0.0,160.0,0.0,01/04/2026,11:12:52 AM
66,lap,stop,"01/04/2026, 11:12:53 AM",68.2,68.2,91.44,25.0,162.0,162.0,31.0,31.0,manual,swimming,4.0,268.0,91.44,freestyle,4.0,162.0,,01/04/2026,11:14:01 AM
67,lap,stop,"01/04/2026, 11:14:12 AM",14.5,14.5,0.0,,162.0,162.0,0.0,0.0,manual,swimming,0.0,,,,0.0,162.0,0.0,01/04/2026,11:14:26 AM
68,lap,stop,"01/04/2026, 11:14:26 AM",63.8,63.8,91.44,23.0,160.0,160.0,29.0,29.0,manual,swimming,4.0,273.0,91.44,freestyle,4.0,160.0,,01/04/2026,11:15:29 AM
69,lap,stop,"01/04/2026, 11:15:42 AM",10.0,10.0,0.0,,160.0,160.0,0.0,0.0,manual,swimming,0.0,,,,0.0,160.0,0.0,01/04/2026,11:15:52 AM
70,lap,stop,"01/04/2026, 11:15:52 AM",71.9,71.9,91.44,26.0,159.0,159.0,33.0,33.0,manual,swimming,4.0,278.0,91.44,freestyle,4.0,159.0,,01/04/2026,11:17:03 AM
71,lap,stop,"01/04/2026, 11:17:13 AM",10.7,10.7,0.0,,159.0,159.0,0.0,0.0,manual,swimming,0.0,,,,0.0,159.0,0.0,01/04/2026,11:17:23 AM
72,lap,stop,"01/04/2026, 11:17:23 AM",69.1,69.1,91.44,25.0,160.0,160.0,32.0,32.0,manual,swimming,4.0,283.0,91.44,freestyle,4.0,160.0,,01/04/2026,11:18:32 AM
73,lap,stop,"01/04/2026, 11:18:41 AM",14.0,14.0,0.0,,160.0,160.0,0.0,0.0,manual,swimming,0.0,,,,0.0,160.0,0.0,01/04/2026,11:18:55 AM
74,lap,stop,"01/04/2026, 11:18:55 AM",66.2,66.2,91.44,24.0,161.0,161.0,29.0,29.0,manual,swimming,4.0,288.0,91.44,freestyle,4.0,161.0,,01/04/2026,11:20:01 AM
75,lap,stop,"01/04/2026, 11:20:11 AM",11.0,11.0,0.0,,161.0,161.0,0.0,0.0,manual,swimming,0.0,,,,0.0,161.0,0.0,01/04/2026,11:20:22 AM
76,lap,stop,"01/04/2026, 11:20:22 AM",71.4,71.4,91.44,26.0,159.0,159.0,31.0,31.0,manual,swimming,4.0,293.0,91.44,freestyle,4.0,159.0,,01/04/2026,11:21:33 AM
77,lap,stop,"01/04/2026, 11:21:42 AM",11.3,11.3,0.0,,159.0,159.0,0.0,0.0,manual,swimming,0.0,,,,0.0,159.0,0.0,01/04/2026,11:21:53 AM
78,lap,stop,"01/04/2026, 11:21:53 AM",72.5,72.5,91.44,26.0,159.0,159.0,31.0,31.0,manual,swimming,4.0,298.0,91.44,freestyle,4.0,159.0,,01/04/2026,11:23:05 AM
79,lap,stop,"01/04/2026, 11:23:11 AM",17.8,17.8,0.0,,159.0,159.0,0.0,0.0,manual,swimming,0.0,,,,0.0,159.0,0.0,01/04/2026,11:23:28 AM
80,lap,stop,"01/04/2026, 11:23:29 AM",65.5,65.5,91.44,24.0,160.0,160.0,30.0,30.0,manual,swimming,4.0,303.0,91.44,freestyle,4.0,160.0,,01/04/2026,11:24:34 AM
81,lap,stop,"01/04/2026, 11:24:40 AM",16.6,16.6,0.0,,160.0,160.0,0.0,0.0,manual,swimming,0.0,,,,0.0,160.0,0.0,01/04/2026,11:24:56 AM
82,lap,stop,"01/04/2026, 11:24:57 AM",65.2,65.2,91.44,24.0,160.0,160.0,29.0,29.0,manual,swimming,4.0,308.0,91.44,freestyle,4.0,160.0,,01/04/2026,11:26:02 AM
83,lap,stop,"01/04/2026, 11:26:12 AM",13.7,13.7,0.0,,160.0,160.0,0.0,0.0,manual,swimming,0.0,,,,0.0,160.0,0.0,01/04/2026,11:26:25 AM
84,lap,stop,"01/04/2026, 11:26:26 AM",63.2,63.2,91.44,23.0,159.0,159.0,27.0,27.0,manual,swimming,4.0,313.0,91.44,freestyle,4.0,159.0,,01/04/2026,11:27:29 AM
85,lap,stop,"01/04/2026, 11:27:42 AM",14.8,14.8,0.0,,159.0,159.0,0.0,0.0,manual,swimming,0.0,,,,0.0,159.0,0.0,01/04/2026,11:27:56 AM
86,lap,stop,"01/04/2026, 11:27:57 AM",68.8,68.8,91.44,25.0,160.0,160.0,30.0,30.0,manual,swimming,4.0,318.0,91.44,freestyle,4.0,160.0,,01/04/2026,11:29:05 AM
87,lap,stop,"01/04/2026, 11:29:14 AM",15.3,15.3,0.0,,160.0,160.0,0.0,0.0,manual,swimming,0.0,,,,0.0,160.0,0.0,01/04/2026,11:29:29 AM
88,lap,stop,"01/04/2026, 11:29:29 AM",134.6,134.6,182.88,25.0,164.0,164.0,61.0,61.0,manual,swimming,8.0,323.0,182.88,freestyle,8.0,164.0,,01/04/2026,11:31:43 AM
89,lap,stop,"01/04/2026, 11:32:10 AM",15.6,15.6,0.0,,164.0,164.0,0.0,0.0,manual,swimming,0.0,,,,0.0,164.0,0.0,01/04/2026,11:32:25 AM
90,lap,stop,"01/04/2026, 11:32:26 AM",143.9,143.9,182.88,26.0,162.0,162.0,63.0,63.0,manual,swimming,8.0,332.0,182.88,freestyle,8.0,162.0,,01/04/2026,11:34:49 AM
91,lap,stop,"01/04/2026, 11:35:13 AM",10.7,10.7,0.0,,162.0,162.0,0.0,0.0,manual,swimming,0.0,,,,0.0,162.0,0.0,01/04/2026,11:35:23 AM
92,lap,stop,"01/04/2026, 11:35:24 AM",222.3,222.3,274.32,27.0,163.0,163.0,98.0,98.0,manual,swimming,12.0,341.0,274.32,freestyle,12.0,163.0,,01/04/2026,11:39:06 AM
93,lap,stop,"01/04/2026, 11:39:43 AM",12.4,12.4,0.0,,163.0,163.0,0.0,0.0,manual,swimming,0.0,,,,0.0,163.0,0.0,01/04/2026,11:39:55 AM
94,lap,stop,"01/04/2026, 11:39:56 AM",147.2,147.2,182.88,26.0,161.0,161.0,63.0,63.0,manual,swimming,8.0,354.0,182.88,freestyle,8.0,161.0,,01/04/2026,11:42:23 AM
95,lap,stop,"01/04/2026, 11:42:46 AM",10.3,10.3,0.0,,161.0,161.0,0.0,0.0,manual,swimming,0.0,,,,0.0,161.0,0.0,01/04/2026,11:42:56 AM
96,lap,stop,"01/04/2026, 11:42:56 AM",148.8,148.8,182.88,27.0,162.0,162.0,67.0,67.0,manual,swimming,8.0,363.0,182.88,freestyle,8.0,162.0,,01/04/2026,11:45:24 AM
97,lap,stop,"01/04/2026, 11:45:43 AM",14.0,14.0,0.0,,162.0,162.0,0.0,0.0,manual,swimming,0.0,,,,0.0,162.0,0.0,01/04/2026,11:45:57 AM
98,lap,stop,"01/04/2026, 11:45:57 AM",66.8,66.8,91.44,25.0,162.0,162.0,31.0,31.0,manual,swimming,4.0,372.0,91.44,freestyle,4.0,162.0,,01/04/2026,11:47:03 AM
99,lap,stop,"01/04/2026, 11:47:14 AM",12.2,12.2,0.0,,162.0,162.0,0.0,0.0,manual,swimming,0.0,,,,0.0,162.0,0.0,01/04/2026,11:47:26 AM
100,lap,stop,"01/04/2026, 11:47:26 AM",71.0,71.0,91.44,26.0,162.0,162.0,32.0,32.0,manual,swimming,4.0,377.0,91.44,freestyle,4.0,162.0,,01/04/2026,11:48:37 AM
101,lap,stop,"01/04/2026, 11:48:47 AM",10.3,10.3,0.0,,162.0,162.0,0.0,0.0,manual,swimming,0.0,,,,0.0,162.0,0.0,01/04/2026,11:48:57 AM
102,lap,stop,"01/04/2026, 11:48:57 AM",440.1,440.1,548.64,26.0,162.0,162.0,196.0,196.0,manual,swimming,24.0,382.0,548.64,freestyle,24.0,162.0,,01/04/2026,11:56:17 AM
103,lap,stop,"01/04/2026, 11:57:47 AM",12.6,12.6,0.0,,162.0,162.0,0.0,0.0,manual,swimming,0.0,,,,0.0,162.0,0.0,01/04/2026,11:57:59 AM
