message_index,event,event_type,start_time,total_elapsed_time,total_timer_time,total_distance,total_cycles,avg_heart_rate,max_heart_rate,avg_cadence,max_cadence,lap_trigger,sport,num_lengths,first_length_index,avg_stroke_distance,swim_stroke,num_active_lengths,min_heart_rate,enhanced_avg_speed,date,time
[34],lap,stop,"11/12/2025, 05:44:45 AM",542.5,542.5,0.0,,138.0,138.0,0.0,0.0,manual,swimming,0.0,,,,0.0,138.0,0.0,11/12/2025,05:53:47 AM
[35],lap,stop,"11/12/2025, 05:53:47 AM",8.7,8.7,22.86,12.0,142.0,142.0,3.0,3.0,manual,swimming,1.0,90.0,22.86,freestyle,1.0,142.0,,11/12/2025,05:53:55 AM
[36],,,"11/12/2025, 05:53:55 AM",48.299,48.299,,,,,,,,,,,,,,,,11/12/2025,05:54:44 AM
[0],lap,stop,"11/14/2025, 05:11:58 AM",133.4,133.4,182.88,25.0,109.0,109.0,69.0,69.0,manual,swimming,8.0,0.0,182.88,freestyle,8.0,109.0,,11/14/2025,05:14:11 AM
[1],lap,stop,"11/14/2025, 05:14:54 AM",36.5,36.5,0.0,,109.0,109.0,0.0,0.0,manual,swimming,0.0,,,,0.0,109.0,0.0,11/14/2025,05:15:30 AM
[2],lap,stop,"11/14/2025, 05:15:30 AM",67.3,67.3,91.44,26.0,147.0,147.0,35.0,35.0,manual,swimming,4.0,9.0,91.44,mixed,4.0,147.0,,11/14/2025,05:16:37 AM
[3],lap,stop,"11/14/2025, 05:16:51 AM",4.9,4.9,0.0,,147.0,147.0,0.0,0.0,manual,swimming,0.0,,,,0.0,147.0,0.0,11/14/2025,05:16:55 AM
[4],lap,stop,"11/14/2025, 05:16:56 AM",58.8,58.8,45.72,,155.0,155.0,0.0,0.0,manual,swimming,2.0,14.0,45.72,im,2.0,155.0,,11/14/2025,05:17:54 AM
[5],lap,stop,"11/14/2025, 05:17:55 AM",26.3,26.3,0.0,,155.0,155.0,0.0,0.0,manual,swimming,0.0,,,,0.0,155.0,0.0,11/14/2025,05:18:21 AM
[6],lap,stop,"11/14/2025, 05:18:21 AM",28.9,28.9,22.86,,140.0,140.0,0.0,0.0,manual,swimming,1.0,17.0,22.86,im,1.0,140.0,,11/14/2025,05:18:49 AM
[7],lap,stop,"11/14/2025, 05:18:50 AM",44.0,44.0,0.0,,140.0,140.0,0.0,0.0,manual,swimming,0.0,,,,0.0,140.0,0.0,11/14/2025,05:19:34 AM
[8],lap,stop,"11/14/2025, 05:19:34 AM",78.2,78.2,68.58,35.0,128.0,128.0,26.0,26.0,manual,swimming,3.0,19.0,68.58,freestyle,3.0,128.0,,11/14/2025,05:20:52 AM
[9],lap,stop,"11/14/2025, 05:20:55 AM",18.9,18.9,0.0,,128.0,128.0,0.0,0.0,manual,swimming,0.0,,,,0.0,128.0,0.0,11/14/2025,05:21:13 AM
[10],lap,stop,"11/14/2025, 05:21:14 AM",80.7,80.7,91.44,27.0,146.0,146.0,27.0,27.0,manual,swimming,4.0,23.0,91.44,freestyle,4.0,146.0,,11/14/2025,05:22:34 AM
[11],lap,stop,"11/14/2025, 05:22:37 AM",20.5,20.5,0.0,,146.0,146.0,0.0,0.0,manual,swimming,0.0,,,,0.0,146.0,0.0,11/14/2025,05:22:57 AM
[12],lap,stop,"11/14/2025, 05:22:58 AM",75.6,75.6,91.44,25.0,149.0,149.0,25.0,25.0,manual,swimming,4.0,28.0,91.44,freestyle,4.0,149.0,,11/14/2025,05:24:13 AM
[13],lap,stop,"11/14/2025, 05:24:22 AM",23.9,23.9,0.0,,149.0,149.0,0.0,0.0,manual,swimming,0.0,,,,0.0,149.0,0.0,11/14/2025,05:24:45 AM
[14],lap,stop,"11/14/2025, 05:24:46 AM",72.2,72.2,91.44,25.0,152.0,152.0,27.0,27.0,manual,swimming,4.0,33.0,91.44,freestyle,4.0,152.0,,11/14/2025,05:25:58 AM
[15],lap,stop,"11/14/2025, 05:26:03 AM",26.6,26.6,0.0,,152.0,152.0,0.0,0.0,manual,swimming,0.0,,,,0.0,152.0,0.0,11/14/2025,05:26:29 AM
[16],lap,stop,"11/14/2025, 05:26:29 AM",198.3,198.3,274.32,23.0,157.0,157.0,79.0,79.0,manual,swimming,12.0,38.0,274.32,freestyle,12.0,157.0,,11/14/2025,05:29:47 AM
[17],lap,stop,"11/14/2025, 05:30:22 AM",64.4,64.4,0.0,,157.0,157.0,0.0,0.0,manual,swimming,0.0,,,,0.0,157.0,0.0,11/14/2025,05:31:26 AM
[18],lap,stop,"11/14/2025, 05:31:27 AM",35.1,35.1,45.72,25.0,136.0,136.0,15.0,15.0,manual,swimming,2.0,51.0,45.72,freestyle,2.0,136.0,,11/14/2025,05:32:02 AM
[19],lap,stop,"11/14/2025, 05:32:02 AM",13.8,13.8,0.0,,136.0,136.0,0.0,0.0,manual,swimming,0.0,,,,0.0,136.0,0.0,11/14/2025,05:32:15 AM
[20],lap,stop,"11/14/2025, 05:32:16 AM",26.2,26.2,45.72,20.0,149.0,149.0,14.0,14.0,manual,swimming,2.0,54.0,45.72,freestyle,2.0,149.0,,11/14/2025,05:32:42 AM
[21],lap,stop,"11/14/2025, 05:32:44 AM",14.2,14.2,0.0,,149.0,149.0,0.0,0.0,manual,swimming,0.0,,,,0.0,149.0,0.0,11/14/2025,05:32:58 AM
[22],lap,stop,"11/14/2025, 05:32:58 AM",28.6,28.6,45.72,22.0,159.0,159.0,15.0,15.0,manual,swimming,2.0,57.0,45.72,freestyle,2.0,159.0,,11/14/2025,05:33:26 AM
[23],lap,stop,"11/14/2025, 05:33:29 AM",14.2,14.2,0.0,,159.0,159.0,0.0,0.0,manual,swimming,0.0,,,,0.0,159.0,0.0,11/14/2025,05:33:43 AM
[24],lap,stop,"11/14/2025, 05:33:43 AM",32.5,32.5,45.72,25.0,164.0,164.0,17.0,17.0,manual,swimming,2.0,60.0,45.72,freestyle,2.0,164.0,,11/14/2025,05:34:15 AM
[25],lap,stop,"11/14/2025, 05:34:16 AM",12.3,12.3,0.0,,164.0,164.0,0.0,0.0,manual,swimming,0.0,,,,0.0,164.0,0.0,11/14/2025,05:34:28 AM
[26],lap,stop,"11/14/2025, 05:34:28 AM",62.9,62.9,91.44,25.0,171.0,171.0,35.0,35.0,manual,swimming,4.0,63.0,91.44,freestyle,4.0,171.0,,11/14/2025,05:35:30 AM
[27],lap,stop,"11/14/2025, 05:35:44 AM",105.5,105.5,0.0,,171.0,171.0,0.0,0.0,manual,swimming,0.0,,,,0.0,171.0,0.0,11/14/2025,05:37:29 AM
[28],lap,stop,"11/14/2025, 05:37:30 AM",62.7,62.7,91.44,24.0,153.0,153.0,32.0,32.0,manual,swimming,4.0,68.0,91.44,freestyle,4.0,153.0,,11/14/2025,05:38:32 AM
[29],lap,stop,"11/14/2025, 05:38:37 AM",12.0,12.0,0.0,,153.0,153.0,0.0,0.0,manual,swimming,0.0,,,,0.0,153.0,0.0,11/14/2025,05:38:49 AM
[30],lap,stop,"11/14/2025, 05:38:49 AM",62.2,62.2,91.44,24.0,168.0,168.0,33.0,33.0,manual,swimming,4.0,73.0,91.44,freestyle,4.0,168.0,,11/14/2025,05:39:51 AM
[31],lap,stop,"11/14/2025, 05:39:58 AM",12.4,12.4,0.0,,168.0,168.0,0.0,0.0,manual,swimming,0.0,,,,0.0,168.0,0.0,11/14/2025,05:40:10 AM
[32],lap,stop,"11/14/2025, 05:40:10 AM",58.0,58.0,91.44,23.0,175.0,175.0,33.0,33.0,manual,swimming,4.0,78.0,91.44,freestyle,4.0,175.0,,11/14/2025,05:41:08 AM
[33],lap,stop,"11/14/2025, 05:41:16 AM",14.4,14.4,0.0,,175.0,175.0,0.0,0.0,manual,swimming,0.0,,,,0.0,175.0,0.0,11/14/2025,05:41:30 AM
[34],lap,stop,"11/14/2025, 05:41:31 AM",56.0,56.0,91.44,23.0,179.0,179.0,36.0,36.0,manual,swimming,4.0,83.0,91.44,freestyle,4.0,179.0,,11/14/2025,05:42:27 AM
[35],lap,stop,"11/14/2025, 05:42:34 AM",34.7,34.7,0.0,,179.0,179.0,0.0,0.0,manual,swimming,0.0,,,,0.0,179.0,0.0,11/14/2025,05:43:08 AM
[36],lap,stop,"11/14/2025, 05:43:09 AM",752.1,752.1,297.18,66.0,150.0,150.0,107.0,107.0,manual,swimming,13.0,88.0,297.18,mixed,13.0,150.0,,11/14/2025,05:55:41 AM
[37],,,"11/14/2025, 05:55:41 AM",46.9,46.9,,,,,,,,,,,,,,,,11/14/2025,05:56:28 AM
[0],lap,stop,"11/18/2025, 05:12:46 AM",62.6,62.6,91.44,24.0,102.0,102.0,32.0,32.0,manual,swimming,4.0,0.0,91.44,freestyle,4.0,102.0,,11/18/2025,05:13:48 AM
[1],lap,stop,"11/18/2025, 05:14:38 AM",20.1,20.1,0.0,,102.0,102.0,0.0,0.0,manual,swimming,0.0,,,,0.0,102.0,0.0,11/18/2025,05:14:58 AM
[2],lap,stop,"11/18/2025, 05:14:58 AM",69.9,69.9,91.44,26.0,139.0,139.0,32.0,32.0,manual,swimming,4.0,5.0,91.44,freestyle,4.0,139.0,,11/18/2025,05:16:07 AM
[3],lap,stop,"11/18/2025, 05:16:14 AM",20.0,20.0,0.0,,139.0,139.0,0.0,0.0,manual,swimming,0.0,,,,0.0,139.0,0.0,11/18/2025,05:16:34 AM
[4],lap,stop,"11/18/2025, 05:16:34 AM",131.9,131.9,182.88,24.0,139.0,139.0,56.0,56.0,manual,swimming,8.0,10.0,182.88,freestyle,8.0,139.0,,11/18/2025,05:18:45 AM
[5],lap,stop,"11/18/2025, 05:18:58 AM",29.8,29.8,0.0,,139.0,139.0,0.0,0.0,manual,swimming,0.0,,,,0.0,139.0,0.0,11/18/2025,05:19:27 AM
[6],lap,stop,"11/18/2025, 05:19:27 AM",149.6,149.6,182.88,26.0,131.0,131.0,56.0,56.0,manual,swimming,8.0,19.0,182.88,freestyle,8.0,131.0,,11/18/2025,05:21:56 AM
[7],lap,stop,"11/18/2025, 05:22:12 AM",17.2,17.2,0.0,,131.0,131.0,0.0,0.0,manual,swimming,0.0,,,,0.0,131.0,0.0,11/18/2025,05:22:29 AM
[8],lap,stop,"11/18/2025, 05:22:30 AM",67.9,67.9,91.44,24.0,133.0,133.0,26.0,26.0,manual,swimming,4.0,28.0,91.44,freestyle,4.0,133.0,,11/18/2025,05:23:37 AM
[9],lap,stop,"11/18/2025, 05:23:44 AM",15.9,15.9,0.0,,133.0,133.0,0.0,0.0,manual,swimming,0.0,,,,0.0,133.0,0.0,11/18/2025,05:23:59 AM
[10],lap,stop,"11/18/2025, 05:24:00 AM",68.4,68.4,91.44,25.0,134.0,134.0,29.0,29.0,manual,swimming,4.0,33.0,91.44,freestyle,4.0,134.0,,11/18/2025,05:25:08 AM
[11],lap,stop,"11/18/2025, 05:25:12 AM",16.5,16.5,0.0,,134.0,134.0,0.0,0.0,manual,swimming,0.0,,,,0.0,134.0,0.0,11/18/2025,05:25:28 AM
[12],lap,stop,"11/18/2025, 05:25:29 AM",74.9,74.9,91.44,26.0,131.0,131.0,27.0,27.0,manual,swimming,4.0,38.0,91.44,freestyle,4.0,131.0,,11/18/2025,05:26:43 AM
[13],lap,stop,"11/18/2025, 05:26:48 AM",11.9,11.9,0.0,,131.0,131.0,0.0,0.0,manual,swimming,0.0,,,,0.0,131.0,0.0,11/18/2025,05:26:59 AM
[14],lap,stop,"11/18/2025, 05:27:00 AM",69.1,69.1,91.44,24.0,133.0,133.0,26.0,26.0,manual,swimming,4.0,43.0,91.44,freestyle,4.0,133.0,,11/18/2025,05:28:09 AM
[15],lap,stop,"11/18/2025, 05:28:15 AM",12.1,12.1,0.0,,133.0,133.0,0.0,0.0,manual,swimming,0.0,,,,0.0,133.0,0.0,11/18/2025,05:28:27 AM
[16],lap,stop,"11/18/2025, 05:28:27 AM",69.2,69.2,91.44,24.0,133.0,133.0,27.0,27.0,manual,swimming,4.0,48.0,91.44,freestyle,4.0,133.0,,11/18/2025,05:29:36 AM
[17],lap,stop,"11/18/2025, 05:29:42 AM",20.1,20.1,0.0,,133.0,133.0,0.0,0.0,manual,swimming,0.0,,,,0.0,133.0,0.0,11/18/2025,05:30:02 AM
[18],lap,stop,"11/18/2025, 05:30:02 AM",65.7,65.7,91.44,23.0,134.0,134.0,27.0,27.0,manual,swimming,4.0,53.0,91.44,freestyle,4.0,134.0,,11/18/2025,05:31:07 AM
[19],lap,stop,"11/18/2025, 05:31:12 AM",13.5,13.5,0.0,,134.0,134.0,0.0,0.0,manual,swimming,0.0,,,,0.0,134.0,0.0,11/18/2025,05:31:25 AM
[20],lap,stop,"11/18/2025, 05:31:25 AM",71.4,71.4,91.44,26.0,135.0,135.0,31.0,31.0,manual,swimming,4.0,58.0,91.44,freestyle,4.0,135.0,,11/18/2025,05:32:36 AM
[21],lap,stop,"11/18/2025, 05:32:44 AM",15.6,15.6,0.0,,135.0,135.0,0.0,0.0,manual,swimming,0.0,,,,0.0,135.0,0.0,11/18/2025,05:32:59 AM
[22],lap,stop,"11/18/2025, 05:33:00 AM",65.1,65.1,91.44,23.0,136.0,136.0,26.0,26.0,manual,swimming,4.0,63.0,91.44,freestyle,4.0,136.0,,11/18/2025,05:34:05 AM
[23],lap,stop,"11/18/2025, 05:34:11 AM",15.1,15.1,0.0,,136.0,136.0,0.0,0.0,manual,swimming,0.0,,,,0.0,136.0,0.0,11/18/2025,05:34:26 AM
[24],lap,stop,"11/18/2025, 05:34:27 AM",72.2,72.2,91.44,26.0,137.0,137.0,30.0,30.0,manual,swimming,4.0,68.0,91.44,freestyle,4.0,137.0,,11/18/2025,05:35:39 AM
[25],lap,stop,"11/18/2025, 05:35:43 AM",15.3,15.3,0.0,,137.0,137.0,0.0,0.0,manual,swimming,0.0,,,,0.0,137.0,0.0,11/18/2025,05:35:58 AM
[26],lap,stop,"11/18/2025, 05:35:58 AM",65.2,65.2,91.44,23.0,133.0,133.0,27.0,27.0,manual,swimming,4.0,73.0,91.44,freestyle,4.0,133.0,,11/18/2025,05:37:03 AM
[27],lap,stop,"11/18/2025, 05:37:15 AM",12.9,12.9,0.0,,133.0,133.0,0.0,0.0,manual,swimming,0.0,,,,0.0,133.0,0.0,11/18/2025,05:37:27 AM
[28],lap,stop,"11/18/2025, 05:37:28 AM",69.7,69.7,91.44,24.0,132.0,132.0,27.0,27.0,manual,swimming,4.0,78.0,91.44,freestyle,4.0,132.0,,11/18/2025,05:38:37 AM
[29],lap,stop,"11/18/2025, 05:38:45 AM",13.1,13.1,0.0,,132.0,132.0,0.0,0.0,manual,swimming,0.0,,,,0.0,132.0,0.0,11/18/2025,05:38:58 AM
[30],lap,stop,"11/18/2025, 05:38:58 AM",72.0,72.0,91.44,26.0,132.0,132.0,30.0,30.0,manual,swimming,4.0,83.0,91.44,freestyle,4.0,132.0,,11/18/2025,05:40:10 AM
[31],lap,stop,"11/18/2025, 05:40:15 AM",12.1,12.1,0.0,,132.0,132.0,0.0,0.0,manual,swimming,0.0,,,,0.0,132.0,0.0,11/18/2025,05:40:27 AM
[32],lap,stop,"11/18/2025, 05:40:27 AM",69.2,69.2,91.44,24.0,138.0,138.0,27.0,27.0,manual,swimming,4.0,88.0,91.44,freestyle,4.0,138.0,,11/18/2025,05:41:36 AM
[33],lap,stop,"11/18/2025, 05:41:43 AM",18.6,18.6,0.0,,138.0,138.0,0.0,0.0,manual,swimming,0.0,,,,0.0,138.0,0.0,11/18/2025,05:42:01 AM
[34],lap,stop,"11/18/2025, 05:42:02 AM",68.4,68.4,91.44,25.0,145.0,145.0,32.0,32.0,manual,swimming,4.0,93.0,91.44,freestyle,4.0,145.0,,11/18/2025,05:43:10 AM
[35],lap,stop,"11/18/2025, 05:43:12 AM",190.2,190.2,0.0,,145.0,145.0,0.0,0.0,manual,swimming,0.0,,,,0.0,145.0,0.0,11/18/2025,05:46:22 AM
[36],lap,stop,"11/18/2025, 05:46:22 AM",14.3,14.3,22.86,21.0,124.0,124.0,7.0,7.0,manual,swimming,1.0,98.0,22.86,backstroke,1.0,124.0,,11/18/2025,05:46:36 AM
[37],lap,stop,"11/18/2025, 05:46:37 AM",352.3,352.3,0.0,,124.0,124.0,0.0,0.0,manual,swimming,0.0,,,,0.0,124.0,0.0,11/18/2025,05:52:29 AM
[38],lap,stop,"11/18/2025, 05:52:29 AM",333.7,333.7,22.86,346.0,127.0,127.0,12.0,12.0,manual,swimming,1.0,100.0,22.86,freestyle,1.0,127.0,,11/18/2025,05:58:02 AM
[39],,,"11/18/2025, 05:58:02 AM",36.299,36.299,,,,,,,,,,,,,,,,11/18/2025,05:58:39 AM
[0],lap,stop,"11/19/2025, 05:19:25 AM",31.4,31.4,22.86,36.0,103.0,103.0,5.0,5.0,manual,swimming,1.0,0.0,22.86,freestyle,1.0,103.0,,11/19/2025,05:19:56 AM
[1],lap,stop,"11/19/2025, 05:20:17 AM",14.4,14.4,0.0,,103.0,103.0,0.0,0.0,manual,swimming,0.0,,,,0.0,103.0,0.0,11/19/2025,05:20:31 AM
[2],lap,stop,"11/19/2025, 05:20:32 AM",55.8,55.8,91.44,21.0,122.0,122.0,29.0,29.0,manual,swimming,4.0,2.0,91.44,freestyle,4.0,122.0,,11/19/2025,05:21:27 AM
[3],lap,stop,"11/19/2025, 05:21:34 AM",26.2,26.2,0.0,,122.0,122.0,0.0,0.0,manual,swimming,0.0,,,,0.0,122.0,0.0,11/19/2025,05:22:00 AM
[4],lap,stop,"11/19/2025, 05:22:00 AM",46.3,46.3,68.58,23.0,147.0,147.0,23.0,23.0,manual,swimming,3.0,7.0,68.58,freestyle,3.0,147.0,,11/19/2025,05:22:46 AM
[5],lap,stop,"11/19/2025, 05:22:52 AM",21.9,21.9,0.0,,147.0,147.0,0.0,0.0,manual,swimming,0.0,,,,0.0,147.0,0.0,11/19/2025,05:23:13 AM
[6],lap,stop,"11/19/2025, 05:23:14 AM",32.7,32.7,45.72,24.0,139.0,139.0,15.0,15.0,manual,swimming,2.0,11.0,45.72,freestyle,2.0,139.0,,11/19/2025,05:23:46 AM
[7],lap,stop,"11/19/2025, 05:23:48 AM",22.8,22.8,0.0,,139.0,139.0,0.0,0.0,manual,swimming,0.0,,,,0.0,139.0,0.0,11/19/2025,05:24:10 AM
[8],lap,stop,"11/19/2025, 05:24:11 AM",20.3,20.3,22.86,31.0,133.0,133.0,11.0,11.0,manual,swimming,1.0,14.0,22.86,freestyle,1.0,133.0,,11/19/2025,05:24:31 AM
[9],lap,stop,"11/19/2025, 05:24:31 AM",20.2,20.2,0.0,,133.0,133.0,0.0,0.0,manual,swimming,0.0,,,,0.0,133.0,0.0,11/19/2025,05:24:51 AM
[10],lap,stop,"11/19/2025, 05:24:51 AM",67.8,67.8,91.44,24.0,147.0,147.0,28.0,28.0,manual,swimming,4.0,16.0,91.44,freestyle,4.0,147.0,,11/19/2025,05:25:58 AM
[11],lap,stop,"11/19/2025, 05:26:10 AM",22.0,22.0,0.0,,147.0,147.0,0.0,0.0,manual,swimming,0.0,,,,0.0,147.0,0.0,11/19/2025,05:26:32 AM
[12],lap,stop,"11/19/2025, 05:26:32 AM",42.8,42.8,68.58,20.0,143.0,143.0,17.0,17.0,manual,swimming,3.0,21.0,68.58,freestyle,3.0,143.0,,11/19/2025,05:27:14 AM
[13],lap,stop,"11/19/2025, 05:27:21 AM",32.9,32.9,0.0,,143.0,143.0,0.0,0.0,manual,swimming,0.0,,,,0.0,143.0,0.0,11/19/2025,05:27:53 AM
[14],lap,stop,"11/19/2025, 05:27:54 AM",51.4,51.4,68.58,25.0,135.0,135.0,24.0,24.0,manual,swimming,3.0,25.0,68.58,freestyle,3.0,135.0,,11/19/2025,05:28:45 AM
[15],lap,stop,"11/19/2025, 05:28:57 AM",1.7,1.7,0.0,,135.0,135.0,0.0,0.0,manual,swimming,0.0,,,,0.0,135.0,0.0,11/19/2025,05:28:58 AM
[16],lap,stop,"11/19/2025, 05:28:59 AM",389.3,389.3,228.6,39.0,132.0,132.0,2.0,2.0,manual,swimming,10.0,29.0,228.6,im,10.0,132.0,,11/19/2025,05:35:28 AM
[17],lap,stop,"11/19/2025, 05:35:28 AM",16.7,16.7,0.0,,132.0,132.0,0.0,0.0,manual,swimming,0.0,,,,0.0,132.0,0.0,11/19/2025,05:35:44 AM
[18],lap,stop,"11/19/2025, 05:35:45 AM",62.3,62.3,91.44,22.0,145.0,145.0,25.0,25.0,manual,swimming,4.0,40.0,91.44,backstroke,4.0,145.0,,11/19/2025,05:36:47 AM
[19],lap,stop,"11/19/2025, 05:37:05 AM",22.2,22.2,0.0,,145.0,145.0,0.0,0.0,manual,swimming,0.0,,,,0.0,145.0,0.0,11/19/2025,05:37:27 AM
[20],lap,stop,"11/19/2025, 05:37:28 AM",63.4,63.4,68.58,28.0,150.0,150.0,21.0,21.0,manual,swimming,3.0,45.0,68.58,backstroke,3.0,150.0,,11/19/2025,05:38:31 AM
[21],lap,stop,"11/19/2025, 05:38:35 AM",26.6,26.6,0.0,,150.0,150.0,0.0,0.0,manual,swimming,0.0,,,,0.0,150.0,0.0,11/19/2025,05:39:01 AM
[22],lap,stop,"11/19/2025, 05:39:01 AM",33.1,33.1,45.72,24.0,151.0,151.0,15.0,15.0,manual,swimming,2.0,49.0,45.72,backstroke,2.0,151.0,,11/19/2025,05:39:34 AM
[23],lap,stop,"11/19/2025, 05:39:37 AM",27.6,27.6,0.0,,151.0,151.0,0.0,0.0,manual,swimming,0.0,,,,0.0,151.0,0.0,11/19/2025,05:40:04 AM
[24],lap,stop,"11/19/2025, 05:40:05 AM",8.8,8.8,22.86,13.0,157.0,157.0,4.0,4.0,manual,swimming,1.0,52.0,22.86,backstroke,1.0,157.0,,11/19/2025,05:40:13 AM
[25],lap,stop,"11/19/2025, 05:40:13 AM",76.5,76.5,0.0,,157.0,157.0,0.0,0.0,manual,swimming,0.0,,,,0.0,157.0,0.0,11/19/2025,05:41:29 AM
[26],lap,stop,"11/19/2025, 05:41:30 AM",60.9,60.9,91.44,23.0,150.0,150.0,29.0,29.0,manual,swimming,4.0,54.0,91.44,freestyle,4.0,150.0,,11/19/2025,05:42:30 AM
[27],lap,stop,"11/19/2025, 05:42:38 AM",21.8,21.8,0.0,,150.0,150.0,0.0,0.0,manual,swimming,0.0,,,,0.0,150.0,0.0,11/19/2025,05:42:59 AM
[28],lap,stop,"11/19/2025, 05:43:00 AM",52.1,52.1,68.58,25.0,154.0,154.0,23.0,23.0,manual,swimming,3.0,59.0,68.58,freestyle,3.0,154.0,,11/19/2025,05:43:52 AM
[29],lap,stop,"11/19/2025, 05:43:53 AM",35.4,35.4,0.0,,154.0,154.0,0.0,0.0,manual,swimming,0.0,,,,0.0,154.0,0.0,11/19/2025,05:44:28 AM
[30],lap,stop,"11/19/2025, 05:44:28 AM",28.4,28.4,45.72,22.0,146.0,146.0,15.0,15.0,manual,swimming,2.0,63.0,45.72,freestyle,2.0,146.0,,11/19/2025,05:44:56 AM
[31],lap,stop,"11/19/2025, 05:44:58 AM",31.5,31.5,0.0,,146.0,146.0,0.0,0.0,manual,swimming,0.0,,,,0.0,146.0,0.0,11/19/2025,05:45:29 AM
[32],lap,stop,"11/19/2025, 05:45:29 AM",18.0,18.0,22.86,27.0,153.0,153.0,9.0,9.0,manual,swimming,1.0,66.0,22.86,butterfly,1.0,153.0,,11/19/2025,05:45:47 AM
[33],lap,stop,"11/19/2025, 05:45:48 AM",98.2,98.2,0.0,,153.0,153.0,0.0,0.0,manual,swimming,0.0,,,,0.0,153.0,0.0,11/19/2025,05:47:26 AM
[34],lap,stop,"11/19/2025, 05:47:26 AM",14.1,14.1,22.86,27.0,124.0,124.0,13.0,13.0,manual,swimming,1.0,68.0,22.86,freestyle,1.0,124.0,,11/19/2025,05:47:40 AM
[35],lap,stop,"11/19/2025, 05:47:40 AM",18.8,18.8,0.0,,124.0,124.0,0.0,0.0,manual,swimming,0.0,,,,0.0,124.0,0.0,11/19/2025,05:47:58 AM
[36],lap,stop,"11/19/2025, 05:47:59 AM",29.7,29.7,45.72,25.0,168.0,168.0,19.0,19.0,manual,swimming,2.0,70.0,45.72,freestyle,2.0,168.0,,11/19/2025,05:48:28 AM
[37],lap,stop,"11/19/2025, 05:48:30 AM",29.1,29.1,0.0,,168.0,168.0,0.0,0.0,manual,swimming,0.0,,,,0.0,168.0,0.0,11/19/2025,05:48:59 AM
[38],lap,stop,"11/19/2025, 05:48:59 AM",44.6,44.6,68.58,22.0,159.0,159.0,22.0,22.0,manual,swimming,3.0,73.0,68.58,freestyle,3.0,159.0,,11/19/2025,05:49:43 AM
[39],lap,stop,"11/19/2025, 05:49:53 AM",25.4,25.4,0.0,,159.0,159.0,0.0,0.0,manual,swimming,0.0,,,,0.0,159.0,0.0,11/19/2025,05:50:18 AM
[40],lap,stop,"11/19/2025, 05:50:18 AM",79.0,79.0,91.44,27.0,147.0,147.0,29.0,29.0,manual,swimming,4.0,77.0,91.44,mixed,4.0,147.0,,11/19/2025,05:51:37 AM
[41],lap,stop,"11/19/2025, 05:51:43 AM",223.8,223.8,0.0,,147.0,147.0,0.0,0.0,manual,swimming,0.0,,,,0.0,147.0,0.0,11/19/2025,05:55:26 AM
[42],lap,stop,"11/19/2025, 05:55:27 AM",391.4,391.4,22.86,401.0,139.0,139.0,10.0,10.0,manual,swimming,1.0,82.0,22.86,im,1.0,139.0,,11/19/2025,06:01:58 AM
[43],,,"11/19/2025, 06:01:58 AM",86.599,86.599,,,,,,,,,,,,,,,,11/19/2025,06:03:25 AM
[0],lap,stop,"11/20/2025, 05:13:34 AM",59.8,59.8,91.44,23.0,110.0,110.0,30.0,30.0,manual,swimming,4.0,0.0,91.44,freestyle,4.0,110.0,,11/20/2025,05:14:33 AM
[1],lap,stop,"11/20/2025, 05:16:41 AM",18.3,18.3,0.0,,110.0,110.0,0.0,0.0,manual,swimming,0.0,,,,0.0,110.0,0.0,11/20/2025,05:16:59 AM
[2],lap,stop,"11/20/2025, 05:17:00 AM",63.7,63.7,91.44,24.0,147.0,147.0,30.0,30.0,manual,swimming,4.0,5.0,91.44,freestyle,4.0,147.0,,11/20/2025,05:18:03 AM
[3],lap,stop,"11/20/2025, 05:18:11 AM",17.7,17.7,0.0,,147.0,147.0,0.0,0.0,manual,swimming,0.0,,,,0.0,147.0,0.0,11/20/2025,05:18:28 AM
[4],lap,stop,"11/20/2025, 05:18:29 AM",71.1,71.1,91.44,27.0,147.0,147.0,36.0,36.0,manual,swimming,4.0,10.0,91.44,freestyle,4.0,147.0,,11/20/2025,05:19:40 AM
[5],lap,stop,"11/20/2025, 05:19:43 AM",14.5,14.5,0.0,,147.0,147.0,0.0,0.0,manual,swimming,0.0,,,,0.0,147.0,0.0,11/20/2025,05:19:57 AM
[6],lap,stop,"11/20/2025, 05:19:58 AM",69.9,69.9,91.44,26.0,148.0,148.0,33.0,33.0,manual,swimming,4.0,15.0,91.44,freestyle,4.0,148.0,,11/20/2025,05:21:07 AM
[7],lap,stop,"11/20/2025, 05:21:15 AM",14.3,14.3,0.0,,148.0,148.0,0.0,0.0,manual,swimming,0.0,,,,0.0,148.0,0.0,11/20/2025,05:21:29 AM
[8],lap,stop,"11/20/2025, 05:21:29 AM",70.0,70.0,91.44,26.0,152.0,152.0,35.0,35.0,manual,swimming,4.0,20.0,91.44,freestyle,4.0,152.0,,11/20/2025,05:22:39 AM
[9],lap,stop,"11/20/2025, 05:22:43 AM",15.3,15.3,0.0,,152.0,152.0,0.0,0.0,manual,swimming,0.0,,,,0.0,152.0,0.0,11/20/2025,05:22:58 AM
[10],lap,stop,"11/20/2025, 05:22:59 AM",66.0,66.0,91.44,25.0,154.0,154.0,33.0,33.0,manual,swimming,4.0,25.0,91.44,freestyle,4.0,154.0,,11/20/2025,05:24:05 AM
